#"GalID" "inclination" "r50" "e50" "pa50" "lr50" "elr50" "vsig50"
8752041 30 2.00891659183874 0.171823847248347 47.1936341528389 0.140473558125937 0.137430283540265 0.149301170885087
8752041 45 1.99733772541543 0.181936514557827 47.0326496414223 0.138643838016666 0.136082526285159 0.145506442469432
8752041 60 2.03187638407448 0.152812912951824 43.9994607831445 0.118539485701023 0.116252729239674 0.127855139985991
8752041 75 2.07703470711223 0.102371915153875 35.4161838850132 0.0949674880447437 0.0939254123241703 0.106471306175248
13720597 30 2.89904134468633 0.121994621110199 121.231356641713 0.058728079370509 0.0580965662080902 0.06803294090544
13720597 45 2.72617425885591 0.165166736639208 110.743792143792 0.0776622452106994 0.0763934757437976 0.0886868685301723
13720597 60 2.52787524876974 0.246727155271081 103.125405304752 0.0972793885690147 0.0938955513783457 0.110693996852649
13720597 75 2.26713605541786 0.346833956020458 100.565558831804 0.118244039143854 0.111655180665351 0.129441210191677
9639906 30 1.84366056804313 0.0314620528026319 173.048081621725 0.0573630626767848 0.0573498260449475 0.0603699919781917
9639906 45 1.85354621836081 0.0330260239525041 6.45055043276177 0.0495153930073653 0.0495110525208984 0.0544268524234019
9639906 60 1.84366056804313 0.057199459777699 18.8295907627698 0.052724736315448 0.052810101076486 0.0602177695238375
9639906 75 1.84366056804313 0.0516394336055934 15.1235983300075 0.0445877868400936 0.0447418428189997 0.049909346374428
6650953 30 2.20427551282181 0.292516318612167 83.0711385242531 0.0367010075143509 0.0377626616168584 0.0460276473395826
6650953 45 2.19558011201255 0.295309096830903 85.1591638922151 0.0404265614544448 0.0411162626141273 0.0471303452174442
6650953 60 2.18685013663584 0.304597199667564 87.5348684426916 0.0450048074980659 0.0456967186323071 0.0529841508278809
6650953 75 2.16928479084295 0.316429477538633 88.7099544860821 0.0406705842902167 0.0414987789777227 0.0473862095548962
10316711 30 1.58314523423163 0.0224566045425288 90.5633116574866 0.0736049447534795 0.0736658353428542 0.0868015471230878
10316711 45 1.54499154957477 0.101966866700454 99.5281301946104 0.0614494770798671 0.0615223651380512 0.0699998140698884
10316711 60 1.54499154957477 0.141015522715762 100.174249302714 0.0669146576725673 0.0670564945133339 0.0750476934809441
10316711 75 1.55781327605774 0.152100267036496 106.681119409776 0.0758465397503399 0.0755301529973733 0.0858894417412624
8963514 30 1.98272945326735 0.158154601527298 97.2245529035307 0.0666868853715826 0.0661626778477326 0.0720504875869849
